Bigram                        		Count          		Probabiltites
pressure the                  		1.0042528      		3.424445E-5
the exchange                  		4.0147057      		1.368992E-4
exchange to                   		0.21753784     		7.417917E-6
to ban                        		0.21753784     		7.417917E-6
ban program                   		0.21753784     		7.417917E-6
program trading               		1.8874773      		6.4361906E-5
trading .                     		1.0042528      		3.424445E-5
. If                          		1.0042528      		3.424445E-5
If they                       		0.21753784     		7.417917E-6
they were                     		2.6153846      		8.918314E-5
were to                       		1.0042528      		3.424445E-5
to insist                     		0.21753784     		7.417917E-6
insist on                     		0.21753784     		7.417917E-6
on a                          		14.733334      		5.0239835E-4
a low                         		0.21753784     		7.417917E-6
low bid                       		0.21753784     		7.417917E-6
bid of                        		1.0042528      		3.424445E-5
of ,                          		0.21753784     		7.417917E-6
, say                         		0.21753784     		7.417917E-6
say $                         		0.21753784     		7.417917E-6
$ 200                         		2.6153846      		8.918314E-5
200 a                         		0.21753784     		7.417917E-6
a share                       		30.0           		0.001022983
share ,                       		11.25          		3.8361864E-4
, the                         		0.0            		0.0
the board                     		0.0            		0.0
board might                   		2.6153846      		8.918314E-5
might n't                     		0.21753784     		7.417917E-6
n't be                        		4.0147057      		1.368992E-4
be able                       		2.6153846      		8.918314E-5
able to                       		2.6153846      		8.918314E-5
to obtain                     		0.21753784     		7.417917E-6
obtain a                      		0.21753784     		7.417917E-6
a higher                      		0.21753784     		7.417917E-6
higher offer                  		0.21753784     		7.417917E-6
offer from                    		1.0042528      		3.424445E-5
from other                    		1.0042528      		3.424445E-5
other bidders                 		1.8874773      		6.4361906E-5
bidders because               		0.21753784     		7.417917E-6
because banks                 		0.21753784     		7.417917E-6
banks might                   		0.21753784     		7.417917E-6
might hesitate                		0.21753784     		7.417917E-6
hesitate to                   		0.21753784     		7.417917E-6
to finance                    		0.21753784     		7.417917E-6
finance a                     		1.0042528      		3.424445E-5
a transaction                 		0.21753784     		7.417917E-6
transaction the               		0.21753784     		7.417917E-6
the pilots                    		3.9230769      		1.337747E-4
pilots oppose                 		0.21753784     		7.417917E-6
oppose .                      		0.21753784     		7.417917E-6
. Norman                      		1.0042528      		3.424445E-5
Norman Ricken                 		0.21753784     		7.417917E-6
Ricken ,                      		0.21753784     		7.417917E-6
, 52                          		4.0147057      		1.368992E-4
52 years                      		2.6153846      		8.918314E-5
years old                     		30.0           		0.001022983
old and                       		1.8874773      		6.4361906E-5
and former                    		1.8874773      		6.4361906E-5
former president              		1.0042528      		3.424445E-5
president and                 		46.0           		0.001568574
and chief                     		0.0            		0.0
chief operating               		5.8333335      		1.9891337E-4
operating officer             		5.8333335      		1.9891337E-4
officer of                    		0.0            		0.0
of Toys                       		0.21753784     		7.417917E-6
Toys ``                       		0.21753784     		7.417917E-6
`` R                          		0.21753784     		7.417917E-6
R ''                          		0.21753784     		7.417917E-6
'' Us                         		0.21753784     		7.417917E-6
Us Inc.                       		0.21753784     		7.417917E-6
Inc. ,                        		0.0            		0.0
, and                         		0.0            		0.0
and Frederick                 		1.0042528      		3.424445E-5
Frederick Deane               		0.21753784     		7.417917E-6
Deane Jr.                     		0.21753784     		7.417917E-6
Jr. ,                         		18.666666      		6.365227E-4
, 63                          		4.0147057      		1.368992E-4
63 ,                          		2.6153846      		8.918314E-5
, chairman                    		0.0            		0.0
chairman of                   		0.0            		0.0
of Signet                     		0.21753784     		7.417917E-6
Signet Banking                		0.21753784     		7.417917E-6
Banking Corp.                 		0.21753784     		7.417917E-6
Corp. ,                       		9.5            		3.239446E-4
, were                        		11.25          		3.8361864E-4
were elected                  		3.9230769      		1.337747E-4
elected directors             		4.0147057      		1.368992E-4
directors of                  		5.3333335      		1.8186365E-4
of this                       		0.0            		0.0
this consumer                 		0.21753784     		7.417917E-6
consumer electronics          		0.21753784     		7.417917E-6
electronics and               		0.21753784     		7.417917E-6
and appliances                		0.21753784     		7.417917E-6
appliances retailing          		0.21753784     		7.417917E-6
retailing chain               		0.21753784     		7.417917E-6
chain .                       		1.8874773      		6.4361906E-5
. Neither                     		0.21753784     		7.417917E-6
Neither disclosed             		0.21753784     		7.417917E-6
disclosed details             		0.21753784     		7.417917E-6
details pending               		0.21753784     		7.417917E-6
pending board                 		0.21753784     		7.417917E-6
board meetings                		4.0147057      		1.368992E-4
meetings next                 		0.21753784     		7.417917E-6
next month                    		1.0042528      		3.424445E-5
month .                       		5.3333335      		1.8186365E-4
. But                         		27.0           		9.206847E-4
But the                       		3.9230769      		1.337747E-4
the New                       		5.8333335      		1.9891337E-4
New York                      		27.0           		9.206847E-4
York Stock                    		1.0042528      		3.424445E-5
Stock Exchange                		1.0042528      		3.424445E-5
Exchange chairman             		0.21753784     		7.417917E-6
chairman said                 		5.3333335      		1.8186365E-4
said he                       		8.8            		3.0007501E-4
he does                       		0.21753784     		7.417917E-6
does n't                      		9.529411       		3.2494753E-4
n't support                   		0.21753784     		7.417917E-6
support reinstating           		0.21753784     		7.417917E-6
reinstating a                 		0.21753784     		7.417917E-6
a ``                          		4.117647       		1.4040944E-4
`` collar                     		0.21753784     		7.417917E-6
collar ''                     		0.21753784     		7.417917E-6
'' on                         		1.0042528      		3.424445E-5
on program                    		0.21753784     		7.417917E-6
program trading               		1.8874773      		6.4361906E-5
trading ,                     		1.8874773      		6.4361906E-5
, arguing                     		0.21753784     		7.417917E-6
arguing that                  		0.21753784     		7.417917E-6
that firms                    		0.21753784     		7.417917E-6
firms could                   		0.21753784     		7.417917E-6
could get                     		1.0042528      		3.424445E-5
get around                    		0.21753784     		7.417917E-6
around such                   		0.21753784     		7.417917E-6
such a                        		1.8874773      		6.4361906E-5
a limit                       		0.21753784     		7.417917E-6
limit .                       		0.21753784     		7.417917E-6
. Paul                        		1.0042528      		3.424445E-5
Paul Fireman                  		1.0042528      		3.424445E-5
Fireman ,                     		1.0042528      		3.424445E-5
, Reebok                      		0.21753784     		7.417917E-6
Reebok chairman               		0.21753784     		7.417917E-6
chairman and                  		0.0            		0.0
and chief                     		0.0            		0.0
chief executive               		0.0            		0.0
executive officer             		115.0          		0.0039214347
officer ,                     		57.0           		0.0019436678
, said                        		0.0            		0.0
said ,                        		4.117647       		1.4040944E-4
, ``                          		13.5           		4.6034236E-4
`` Our                        		1.8874773      		6.4361906E-5
Our gains                     		0.21753784     		7.417917E-6
gains in                      		0.21753784     		7.417917E-6
in earnings                   		0.21753784     		7.417917E-6
earnings provide              		0.21753784     		7.417917E-6
provide further               		0.21753784     		7.417917E-6
further evidence              		0.21753784     		7.417917E-6
evidence that                 		0.21753784     		7.417917E-6
that the                      		53.0           		0.00180727
the controls                  		0.21753784     		7.417917E-6
controls we                   		0.21753784     		7.417917E-6
we have                       		1.0042528      		3.424445E-5
have put                      		1.0042528      		3.424445E-5
put in                        		0.21753784     		7.417917E-6
in place                      		0.21753784     		7.417917E-6
place and                     		0.21753784     		7.417917E-6
and our                       		1.8874773      		6.4361906E-5
our sales                     		0.21753784     		7.417917E-6
sales mix                     		0.21753784     		7.417917E-6
mix are                       		0.21753784     		7.417917E-6
are continuing                		0.21753784     		7.417917E-6
continuing to                 		0.21753784     		7.417917E-6
to improve                    		1.0042528      		3.424445E-5
improve the                   		1.0042528      		3.424445E-5
the company                   		85.0           		0.0028984519
company 's                    		43.0           		0.0014662757
's overall                    		0.21753784     		7.417917E-6
overall profit                		0.21753784     		7.417917E-6
profit performance            		1.0042528      		3.424445E-5
performance .                 		1.8874773      		6.4361906E-5
. ''                          		65.0           		0.0022164632
'' Treasury                   		0.21753784     		7.417917E-6
Treasury Secretary            		2.6153846      		8.918314E-5
Secretary Nicholas            		1.0042528      		3.424445E-5
Nicholas Brady                		1.0042528      		3.424445E-5
Brady ,                       		2.6153846      		8.918314E-5
, Federal                     		1.8874773      		6.4361906E-5
Federal Reserve               		3.9230769      		1.337747E-4
Reserve Board                 		2.6153846      		8.918314E-5
Board Chairman                		0.21753784     		7.417917E-6
Chairman Alan                 		1.0042528      		3.424445E-5
Alan Greenspan                		1.0042528      		3.424445E-5
Greenspan and                 		1.8874773      		6.4361906E-5
and Housing                   		1.0042528      		3.424445E-5
Housing and                   		0.21753784     		7.417917E-6
and Urban                     		1.0042528      		3.424445E-5
Urban Development             		1.0042528      		3.424445E-5
Development Secretary         		0.21753784     		7.417917E-6
Secretary Jack                		0.21753784     		7.417917E-6
Jack Kemp                     		0.21753784     		7.417917E-6
Kemp are                      		0.21753784     		7.417917E-6
are members                   		0.21753784     		7.417917E-6
members of                    		2.6153846      		8.918314E-5
of the                        		0.0            		0.0
the board                     		0.0            		0.0
board .                       		0.0            		0.0
. Both                        		0.21753784     		7.417917E-6
Both the                      		0.21753784     		7.417917E-6
the Treasury                  		5.3333335      		1.8186365E-4
Treasury and                  		0.21753784     		7.417917E-6
and the                       		0.0            		0.0
the Fed                       		5.8333335      		1.9891337E-4
Fed planned                   		0.21753784     		7.417917E-6
planned to                    		4.0147057      		1.368992E-4
to keep                       		3.9230769      		1.337747E-4
keep market                   		0.21753784     		7.417917E-6
market rooms                  		0.21753784     		7.417917E-6
rooms operating               		0.21753784     		7.417917E-6
operating throughout          		0.21753784     		7.417917E-6
throughout the                		1.0042528      		3.424445E-5
the night                     		1.0042528      		3.424445E-5
night to                      		0.21753784     		7.417917E-6
to monitor                    		1.0042528      		3.424445E-5
monitor the                   		0.21753784     		7.417917E-6
the developments              		0.21753784     		7.417917E-6
developments .                		0.21753784     		7.417917E-6
. ``                          		0.0            		0.0
`` I                          		5.8333335      		1.9891337E-4
I see                         		0.21753784     		7.417917E-6
see a                         		0.21753784     		7.417917E-6
a lot                         		2.6153846      		8.918314E-5
lot of                        		1.0042528      		3.424445E-5
of evidence                   		0.21753784     		7.417917E-6
evidence indicating           		0.21753784     		7.417917E-6
indicating a                  		0.21753784     		7.417917E-6
a slower                      		0.21753784     		7.417917E-6
slower economy                		0.21753784     		7.417917E-6
economy ,                     		4.0147057      		1.368992E-4
, and                         		0.0            		0.0
and that                      		5.3333335      		1.8186365E-4
that means                    		1.0042528      		3.424445E-5
means my                      		0.21753784     		7.417917E-6
my interest-rate              		0.21753784     		7.417917E-6
interest-rate outlook         		0.21753784     		7.417917E-6
outlook has                   		1.0042528      		3.424445E-5
has a                         		4.0147057      		1.368992E-4
a downward                    		0.21753784     		7.417917E-6
downward tilt                 		0.21753784     		7.417917E-6
tilt ,                        		0.21753784     		7.417917E-6
, ''                          		0.0            		0.0
'' said                       		0.0            		0.0
said Garnett                  		0.21753784     		7.417917E-6
Garnett L.                    		0.21753784     		7.417917E-6
L. Keith                      		0.21753784     		7.417917E-6
Keith Jr.                     		0.21753784     		7.417917E-6
Jr. ,                         		18.666666      		6.365227E-4
, vice                        		17.0           		5.796904E-4
vice chairman                 		0.0            		0.0
chairman of                   		0.0            		0.0
of Prudential                 		0.21753784     		7.417917E-6
Prudential Insurance          		1.0042528      		3.424445E-5
Insurance Co.                 		3.9230769      		1.337747E-4
Co. of                        		1.8874773      		6.4361906E-5
of America                    		1.0042528      		3.424445E-5
America ,                     		1.8874773      		6.4361906E-5
, one                         		1.0042528      		3.424445E-5
one of                        		5.3333335      		1.8186365E-4
of the                        		0.0            		0.0
the nation                    		1.8874773      		6.4361906E-5
nation 's                     		1.8874773      		6.4361906E-5
's largest                    		1.0042528      		3.424445E-5
largest institutional         		0.21753784     		7.417917E-6
institutional investors       		1.0042528      		3.424445E-5
investors .                   		1.0042528      		3.424445E-5
. Yasser                      		0.21753784     		7.417917E-6
Yasser Arafat                 		0.21753784     		7.417917E-6
Arafat has                    		0.21753784     		7.417917E-6
has written                   		0.21753784     		7.417917E-6
written to                    		0.21753784     		7.417917E-6
to the                        		0.0            		0.0
the chairman                  		80.0           		0.0027279546
chairman of                   		0.0            		0.0
of the                        		0.0            		0.0
the International             		0.21753784     		7.417917E-6
International Olympic         		0.21753784     		7.417917E-6
Olympic Committee             		0.21753784     		7.417917E-6
Committee asking              		0.21753784     		7.417917E-6
asking him                    		0.21753784     		7.417917E-6
him to                        		1.8874773      		6.4361906E-5
to back                       		0.21753784     		7.417917E-6
back a                        		0.21753784     		7.417917E-6
a Palestinian                 		0.21753784     		7.417917E-6
Palestinian bid               		0.21753784     		7.417917E-6
bid to                        		0.21753784     		7.417917E-6
to join                       		2.6153846      		8.918314E-5
join the                      		1.8874773      		6.4361906E-5
the committee                 		4.0147057      		1.368992E-4
committee ,                   		2.6153846      		8.918314E-5
, the                         		0.0            		0.0
the Palestine                 		0.21753784     		7.417917E-6
Palestine Liberation          		0.21753784     		7.417917E-6
Liberation Organization       		0.21753784     		7.417917E-6
Organization news             		0.21753784     		7.417917E-6
news agency                   		0.21753784     		7.417917E-6
agency WAFA                   		0.21753784     		7.417917E-6
WAFA said                     		0.21753784     		7.417917E-6
said .                        		25.333334      		8.638523E-4
. In                          		39.0           		0.0013298779
In the                        		9.529411       		3.2494753E-4
the quarterly                 		0.21753784     		7.417917E-6
quarterly report              		0.21753784     		7.417917E-6
report ,                      		0.21753784     		7.417917E-6
, Arthur                      		0.21753784     		7.417917E-6
Arthur Ochs                   		0.21753784     		7.417917E-6
Ochs Sulzberger               		0.21753784     		7.417917E-6
Sulzberger ,                  		0.21753784     		7.417917E-6
, New                         		0.21753784     		7.417917E-6
New York                      		27.0           		9.206847E-4
York Times                    		0.21753784     		7.417917E-6
Times Co.                     		0.21753784     		7.417917E-6
Co. chairman                  		1.0042528      		3.424445E-5
chairman and                  		0.0            		0.0
and chief                     		0.0            		0.0
chief executive               		0.0            		0.0
executive officer             		115.0          		0.0039214347
officer ,                     		57.0           		0.0019436678
, said                        		0.0            		0.0
said negative                 		0.21753784     		7.417917E-6
negative factors              		0.21753784     		7.417917E-6
factors affecting             		1.0042528      		3.424445E-5
affecting third-quarter       		0.21753784     		7.417917E-6
third-quarter earnings        		2.6153846      		8.918314E-5
earnings will                 		0.21753784     		7.417917E-6
will continue                 		9.529411       		3.2494753E-4
continue .                    		0.21753784     		7.417917E-6
. The                         		0.0            		0.0
The senior                    		0.21753784     		7.417917E-6
senior of                     		0.21753784     		7.417917E-6
of the                        		0.0            		0.0
the three                     		1.8874773      		6.4361906E-5
three executives              		1.0042528      		3.424445E-5
executives who                		0.21753784     		7.417917E-6
who will                      		9.529411       		3.2494753E-4
will assume                   		1.8874773      		6.4361906E-5
assume Mr.                    		1.0042528      		3.424445E-5
Mr. Reupke                    		1.0042528      		3.424445E-5
Reupke 's                     		0.21753784     		7.417917E-6
's duties                     		0.21753784     		7.417917E-6
duties is                     		0.21753784     		7.417917E-6
is Nigel                      		0.21753784     		7.417917E-6
Nigel Judah                   		0.21753784     		7.417917E-6
Judah ,                       		0.21753784     		7.417917E-6
, 58                          		2.6153846      		8.918314E-5
58 ,                          		1.8874773      		6.4361906E-5
, finance                     		0.21753784     		7.417917E-6
finance director              		0.21753784     		7.417917E-6
director and                  		2.6153846      		8.918314E-5
and a                         		25.0           		8.524858E-4
a Reuters                     		0.21753784     		7.417917E-6
Reuters board                 		0.21753784     		7.417917E-6
board director                		0.21753784     		7.417917E-6
director .                    		5.3333335      		1.8186365E-4
. Removed                     		0.21753784     		7.417917E-6
Removed from                  		0.21753784     		7.417917E-6
from office                   		1.0042528      		3.424445E-5
office were                   		0.21753784     		7.417917E-6
were George                   		0.21753784     		7.417917E-6
George Pratt                  		0.21753784     		7.417917E-6
Pratt ,                       		0.21753784     		7.417917E-6
, Robert                      		3.9230769      		1.337747E-4
Robert E.                     		0.21753784     		7.417917E-6
E. Davis                      		0.21753784     		7.417917E-6
Davis ,                       		4.0147057      		1.368992E-4
, Norman                      		0.21753784     		7.417917E-6
Norman Gray                   		0.21753784     		7.417917E-6
Gray ,                        		0.21753784     		7.417917E-6
, John                        		2.6153846      		8.918314E-5
John Virtue                   		0.21753784     		7.417917E-6
Virtue ,                      		0.21753784     		7.417917E-6
, corporate                   		0.21753784     		7.417917E-6
corporate secretary           		0.21753784     		7.417917E-6
secretary ,                   		0.21753784     		7.417917E-6
, and                         		0.0            		0.0
and Barrett                   		0.21753784     		7.417917E-6
Barrett B.                    		0.21753784     		7.417917E-6
B. Weekes                     		1.0042528      		3.424445E-5
Weekes ,                      		1.8874773      		6.4361906E-5
, chairman                    		0.0            		0.0
chairman ,                    		46.5           		0.0015856237
, president                   		0.0            		0.0
president and                 		46.0           		0.001568574
and chief                     		0.0            		0.0
chief executive               		0.0            		0.0
executive officer             		115.0          		0.0039214347
officer .                     		8.8            		3.0007501E-4
. Mr.                         		68.0           		0.0023187615
Mr. Nadeau                    		0.21753784     		7.417917E-6
Nadeau also                   		0.21753784     		7.417917E-6
also is                       		1.0042528      		3.424445E-5
is chairman                   		14.733334      		5.0239835E-4
chairman and                  		0.0            		0.0
and chief                     		0.0            		0.0
chief executive               		0.0            		0.0
executive of                  		27.0           		9.206847E-4
of Unigesco                   		0.21753784     		7.417917E-6
Unigesco Inc.                 		0.21753784     		7.417917E-6
Inc. ,                        		0.0            		0.0
, Provigo                     		0.21753784     		7.417917E-6
Provigo 's                    		0.21753784     		7.417917E-6
's controlling                		0.21753784     		7.417917E-6
controlling shareholder       		1.8874773      		6.4361906E-5
shareholder .                 		1.0042528      		3.424445E-5
. Cie.                        		0.21753784     		7.417917E-6
Cie. de                       		0.21753784     		7.417917E-6
de Navigation                 		0.21753784     		7.417917E-6
Navigation Mixte              		3.9230769      		1.337747E-4
Mixte Chairman                		0.21753784     		7.417917E-6
Chairman Marc                 		0.21753784     		7.417917E-6
Marc Fournier                 		0.21753784     		7.417917E-6
Fournier said                 		1.0042528      		3.424445E-5
said his                      		4.0147057      		1.368992E-4
his board                     		1.8874773      		6.4361906E-5
board unanimously             		1.0042528      		3.424445E-5
unanimously rejected          		1.0042528      		3.424445E-5
rejected as                   		0.21753784     		7.417917E-6
as too                        		1.0042528      		3.424445E-5
too low                       		1.0042528      		3.424445E-5
low the                       		0.21753784     		7.417917E-6
the $                         		8.380953       		2.8578576E-4
$ 1.77                        		0.21753784     		7.417917E-6
1.77 billion                  		0.21753784     		7.417917E-6
billion bid                   		1.0042528      		3.424445E-5
bid by                        		0.21753784     		7.417917E-6
by Cie.                       		0.21753784     		7.417917E-6
Cie. Financiere               		0.21753784     		7.417917E-6
Financiere de                 		1.0042528      		3.424445E-5
de Paribas                    		1.0042528      		3.424445E-5
Paribas to                    		0.21753784     		7.417917E-6
to bring                      		0.21753784     		7.417917E-6
bring its                     		0.21753784     		7.417917E-6
its stake                     		1.0042528      		3.424445E-5
stake in                      		4.117647       		1.4040944E-4
in Navigation                 		0.21753784     		7.417917E-6
Navigation Mixte              		3.9230769      		1.337747E-4
Mixte to                      		0.21753784     		7.417917E-6
to 66.7                       		0.21753784     		7.417917E-6
66.7 %                        		0.21753784     		7.417917E-6
% .                           		0.21753784     		7.417917E-6
. These                       		1.0042528      		3.424445E-5
These proposals               		0.21753784     		7.417917E-6
proposals include             		0.21753784     		7.417917E-6
include changing              		0.21753784     		7.417917E-6
changing the                  		0.21753784     		7.417917E-6
the term                      		0.21753784     		7.417917E-6
term of                       		0.21753784     		7.417917E-6
of the                        		0.0            		0.0
the chairman                  		80.0           		0.0027279546
chairman ,                    		46.5           		0.0015856237
, shortening                  		0.21753784     		7.417917E-6
shortening the                		0.21753784     		7.417917E-6
the terms                     		0.21753784     		7.417917E-6
terms of                      		4.0147057      		1.368992E-4
of the                        		0.0            		0.0
the members                   		0.21753784     		7.417917E-6
members ,                     		1.8874773      		6.4361906E-5
, eliminating                 		0.21753784     		7.417917E-6
eliminating the               		0.21753784     		7.417917E-6
the presidents                		0.21753784     		7.417917E-6
presidents of                 		0.21753784     		7.417917E-6
of the                        		0.0            		0.0
the Federal                   		8.380953       		2.8578576E-4
Federal Reserve               		3.9230769      		1.337747E-4
Reserve Banks                 		0.21753784     		7.417917E-6
Banks from                    		0.21753784     		7.417917E-6
from the                      		46.0           		0.001568574
the decision-making           		0.21753784     		7.417917E-6
decision-making process       		0.21753784     		7.417917E-6
process ,                     		0.21753784     		7.417917E-6
, putting                     		1.0042528      		3.424445E-5
putting the                   		1.8874773      		6.4361906E-5
the Secretary                 		0.21753784     		7.417917E-6
Secretary of                  		1.0042528      		3.424445E-5
of the                        		0.0            		0.0
the Treasury                  		5.3333335      		1.8186365E-4
Treasury on                   		0.21753784     		7.417917E-6
on the                        		66.0           		0.0022505627
the Federal                   		8.380953       		2.8578576E-4
Federal Reserve               		3.9230769      		1.337747E-4
Reserve Board                 		2.6153846      		8.918314E-5
Board ,                       		1.8874773      		6.4361906E-5
, having                      		4.0147057      		1.368992E-4
having the                    		0.21753784     		7.417917E-6
the Fed                       		5.8333335      		1.9891337E-4
Fed audited                   		0.21753784     		7.417917E-6
audited by                    		0.21753784     		7.417917E-6
by an                         		0.21753784     		7.417917E-6
an arm                        		0.21753784     		7.417917E-6
arm of                        		1.0042528      		3.424445E-5
of Congress                   		0.21753784     		7.417917E-6
Congress -LRB-                		0.21753784     		7.417917E-6
-LRB- the                     		1.0042528      		3.424445E-5
the General                   		1.8874773      		6.4361906E-5
General Accounting            		0.21753784     		7.417917E-6
Accounting Office             		0.21753784     		7.417917E-6
Office -RRB-                  		0.21753784     		7.417917E-6
-RRB- ,                       		30.0           		0.001022983
, putting                     		1.0042528      		3.424445E-5
putting the                   		1.8874773      		6.4361906E-5
the Fed                       		5.8333335      		1.9891337E-4
Fed 's                        		1.8874773      		6.4361906E-5
's expenditures               		0.21753784     		7.417917E-6
expenditures in               		0.21753784     		7.417917E-6
in the                        		46.5           		0.0015856237
the budget                    		0.21753784     		7.417917E-6
budget ,                      		0.21753784     		7.417917E-6
, and                         		0.0            		0.0
and requiring                 		0.21753784     		7.417917E-6
requiring prompt              		0.21753784     		7.417917E-6
prompt publication            		0.21753784     		7.417917E-6
publication of                		0.21753784     		7.417917E-6
of the                        		0.0            		0.0
the Fed                       		5.8333335      		1.9891337E-4
Fed 's                        		1.8874773      		6.4361906E-5
's minutes                    		0.21753784     		7.417917E-6
minutes .                     		0.21753784     		7.417917E-6
. ``                          		0.0            		0.0
`` We                         		4.117647       		1.4040944E-4
We are                        		1.8874773      		6.4361906E-5
are n't                       		3.9230769      		1.337747E-4
n't Philip                    		0.21753784     		7.417917E-6
Philip Morris                 		1.0042528      		3.424445E-5
Morris Cos.                   		0.21753784     		7.417917E-6
Cos. ,                        		0.21753784     		7.417917E-6
, ''                          		0.0            		0.0
'' says                       		9.5            		3.239446E-4
says Bertrand                 		0.21753784     		7.417917E-6
Bertrand de                   		0.21753784     		7.417917E-6
de Galle                      		0.21753784     		7.417917E-6
Galle ,                       		0.21753784     		7.417917E-6
, chairman                    		0.0            		0.0
chairman of                   		0.0            		0.0
of government-owned           		0.21753784     		7.417917E-6
government-owned Societe      		0.21753784     		7.417917E-6
Societe Nationale             		0.21753784     		7.417917E-6
Nationale d'Exploitation      		0.21753784     		7.417917E-6
d'Exploitation Industrielle   		0.21753784     		7.417917E-6
Industrielle des              		0.21753784     		7.417917E-6
des Tabacs                    		0.21753784     		7.417917E-6
Tabacs &                      		0.21753784     		7.417917E-6
& Allumettes                  		0.21753784     		7.417917E-6
Allumettes S.A.               		0.21753784     		7.417917E-6
S.A. ,                        		0.21753784     		7.417917E-6
, known                       		0.21753784     		7.417917E-6
known as                      		0.21753784     		7.417917E-6
as Seita                      		0.21753784     		7.417917E-6
Seita .                       		0.21753784     		7.417917E-6
. Other                       		1.8874773      		6.4361906E-5
Other observers               		0.21753784     		7.417917E-6
observers note                		0.21753784     		7.417917E-6
note that                     		0.21753784     		7.417917E-6
that UAL                      		0.21753784     		7.417917E-6
UAL 's                        		11.25          		3.8361864E-4
's board                      		0.0            		0.0
board ,                       		0.0            		0.0
, having                      		4.0147057      		1.368992E-4
having accepted               		0.21753784     		7.417917E-6
accepted a                    		1.0042528      		3.424445E-5
a bid                         		3.9230769      		1.337747E-4
bid of                        		1.0042528      		3.424445E-5
of $                          		9.529411       		3.2494753E-4
$ 300                         		0.21753784     		7.417917E-6
300 a                         		0.21753784     		7.417917E-6
a share                       		30.0           		0.001022983
share ,                       		11.25          		3.8361864E-4
, might                       		1.0042528      		3.424445E-5
might hold                    		0.21753784     		7.417917E-6
hold out                      		0.21753784     		7.417917E-6
out for                       		0.21753784     		7.417917E-6
for a                         		7.111111       		2.4248486E-4
a new                         		17.5           		5.967401E-4
new bid                       		1.8874773      		6.4361906E-5
bid much                      		0.21753784     		7.417917E-6
much closer                   		0.21753784     		7.417917E-6
closer to                     		0.21753784     		7.417917E-6
to the                        		0.0            		0.0
the original                  		1.8874773      		6.4361906E-5
original level                		0.21753784     		7.417917E-6
level --                      		0.21753784     		7.417917E-6
-- even                       		1.0042528      		3.424445E-5
even if                       		2.6153846      		8.918314E-5
if it                         		2.6153846      		8.918314E-5
it means                      		0.21753784     		7.417917E-6
means that                    		0.21753784     		7.417917E-6
that the                      		53.0           		0.00180727
the management                		0.21753784     		7.417917E-6
management goes               		0.21753784     		7.417917E-6
goes back                     		0.21753784     		7.417917E-6
back to                       		1.0042528      		3.424445E-5
to running                    		0.21753784     		7.417917E-6
running the                   		1.0042528      		3.424445E-5
the company                   		85.0           		0.0028984519
company for                   		0.21753784     		7.417917E-6
for a                         		7.111111       		2.4248486E-4
a while                       		1.0042528      		3.424445E-5
while and                     		0.21753784     		7.417917E-6
and lets                      		0.21753784     		7.417917E-6
lets things                   		0.21753784     		7.417917E-6
things return                 		0.21753784     		7.417917E-6
return to                     		2.6153846      		8.918314E-5
to normal                     		0.21753784     		7.417917E-6
normal .                      		0.21753784     		7.417917E-6
. Some                        		4.0147057      		1.368992E-4
Some analysts                 		0.21753784     		7.417917E-6
analysts speculated           		0.21753784     		7.417917E-6
speculated yesterday          		0.21753784     		7.417917E-6
yesterday that                		0.21753784     		7.417917E-6
that the                      		53.0           		0.00180727
the move                      		1.0042528      		3.424445E-5
move has                      		0.21753784     		7.417917E-6
has set                       		1.0042528      		3.424445E-5
set off                       		1.0042528      		3.424445E-5
off a                         		0.21753784     		7.417917E-6
a board                       		3.9230769      		1.337747E-4
board room                    		1.8874773      		6.4361906E-5
room split                    		0.21753784     		7.417917E-6
split ,                       		0.21753784     		7.417917E-6
, which                       		9.5            		3.239446E-4
which may                     		0.21753784     		7.417917E-6
may lead                      		0.21753784     		7.417917E-6
lead to                       		0.21753784     		7.417917E-6
to the                        		0.0            		0.0
the resignation               		1.8874773      		6.4361906E-5
resignation of                		1.8874773      		6.4361906E-5
of Sir                        		0.21753784     		7.417917E-6
Sir Colin                     		0.21753784     		7.417917E-6
Colin Marshall                		0.21753784     		7.417917E-6
Marshall ,                    		0.21753784     		7.417917E-6
, the                         		0.0            		0.0
the carrier                   		0.21753784     		7.417917E-6
carrier 's                    		0.21753784     		7.417917E-6
's chief                      		1.0042528      		3.424445E-5
chief executive               		0.0            		0.0
executive officer             		115.0          		0.0039214347
officer .                     		8.8            		3.0007501E-4
. The                         		0.0            		0.0
The biggest                   		0.21753784     		7.417917E-6
biggest wild                  		0.21753784     		7.417917E-6
wild card                     		0.21753784     		7.417917E-6
card in                       		0.21753784     		7.417917E-6
in the                        		46.5           		0.0015856237
the brand                     		0.21753784     		7.417917E-6
brand loyalty                 		0.21753784     		7.417917E-6
loyalty game                  		0.21753784     		7.417917E-6
game :                        		0.21753784     		7.417917E-6
: How                         		0.21753784     		7.417917E-6
How those                     		0.21753784     		7.417917E-6
those hotly                   		0.21753784     		7.417917E-6
hotly pursued                 		0.21753784     		7.417917E-6
pursued but                   		0.21753784     		7.417917E-6
but highly                    		0.21753784     		7.417917E-6
highly unpredictable          		0.21753784     		7.417917E-6
unpredictable baby            		0.21753784     		7.417917E-6
baby boomers                  		0.21753784     		7.417917E-6
boomers will                  		0.21753784     		7.417917E-6
will behave                   		0.21753784     		7.417917E-6
