Bigram                        		Count          		Probabiltites
Inc. ,                        		30.0           		0.5882353
, Provigo                     		1.0            		4.9407117E-4
Provigo 's                    		1.0            		0.5
's controlling                		1.0            		0.0025974025
controlling shareholder       		3.0            		0.75
shareholder .                 		2.0            		0.14285715
. Cie.                        		1.0            		0.001001001
Cie. de                       		1.0            		0.5
de Navigation                 		1.0            		0.2
Navigation Mixte              		6.0            		1.0
Mixte Chairman                		1.0            		0.16666667
Chairman Marc                 		1.0            		0.06666667
Marc Fournier                 		1.0            		1.0
Fournier said                 		2.0            		1.0
said his                      		5.0            		0.017793594
his board                     		3.0            		0.0375
board unanimously             		2.0            		0.0054644807
unanimously rejected          		2.0            		0.6666667
rejected as                   		1.0            		0.16666667
as too                        		2.0            		0.013333334
too low                       		2.0            		0.25
low the                       		1.0            		0.16666667
the $                         		10.0           		0.006993007
$ 1.77                        		1.0            		0.01
1.77 billion                  		1.0            		1.0
billion bid                   		2.0            		0.09090909
bid by                        		1.0            		0.03448276
by Cie.                       		1.0            		0.0074074073
Cie. Financiere               		1.0            		0.5
Financiere de                 		2.0            		1.0
de Paribas                    		2.0            		0.4
Paribas to                    		1.0            		0.5
to bring                      		1.0            		0.0015408321
bring its                     		1.0            		0.33333334
its stake                     		2.0            		0.015503876
stake in                      		13.0           		0.68421054
in Navigation                 		1.0            		0.0027855153
Navigation Mixte              		6.0            		1.0
Mixte to                      		1.0            		0.16666667
to 66.7                       		1.0            		0.0015408321
66.7 %                        		1.0            		1.0
% .                           		1.0            		0.018518519
. These                       		2.0            		0.002002002
These proposals               		1.0            		0.5
proposals include             		1.0            		0.25
include changing              		1.0            		0.14285715
changing the                  		1.0            		1.0
the term                      		1.0            		6.993007E-4
term of                       		1.0            		0.5
of the                        		266.0          		0.2835821
the chairman                  		39.0           		0.027272727
chairman ,                    		92.0           		0.16606498
, shortening                  		1.0            		4.9407117E-4
shortening the                		1.0            		1.0
the terms                     		1.0            		6.993007E-4
terms of                      		5.0            		0.625
of the                        		266.0          		0.2835821
the members                   		1.0            		6.993007E-4
members ,                     		3.0            		0.075
, eliminating                 		1.0            		4.9407117E-4
eliminating the               		1.0            		1.0
the presidents                		1.0            		6.993007E-4
presidents of                 		1.0            		1.0
of the                        		266.0          		0.2835821
the Federal                   		10.0           		0.006993007
Federal Reserve               		6.0            		0.4
Reserve Banks                 		1.0            		0.16666667
Banks from                    		1.0            		0.5
from the                      		22.0           		0.2682927
the decision-making           		1.0            		6.993007E-4
decision-making process       		1.0            		1.0
process ,                     		1.0            		0.2
, putting                     		2.0            		9.881423E-4
putting the                   		3.0            		1.0
the Secretary                 		1.0            		6.993007E-4
Secretary of                  		2.0            		0.22222222
of the                        		266.0          		0.2835821
the Treasury                  		7.0            		0.004895105
Treasury on                   		1.0            		0.083333336
on the                        		65.0           		0.43333334
the Federal                   		10.0           		0.006993007
Federal Reserve               		6.0            		0.4
Reserve Board                 		4.0            		0.6666667
Board ,                       		3.0            		0.16666667
, having                      		5.0            		0.0024703557
having the                    		1.0            		0.16666667
the Fed                       		9.0            		0.006293706
Fed audited                   		1.0            		0.05263158
audited by                    		1.0            		1.0
by an                         		1.0            		0.0074074073
an arm                        		1.0            		0.012658228
arm of                        		2.0            		1.0
of Congress                   		1.0            		0.0010660981
Congress -LRB-                		1.0            		0.11111111
-LRB- the                     		2.0            		0.044444446
the General                   		3.0            		0.0020979021
General Accounting            		1.0            		0.2
Accounting Office             		1.0            		1.0
Office -RRB-                  		1.0            		0.25
-RRB- ,                       		23.0           		0.51111114
, putting                     		2.0            		9.881423E-4
putting the                   		3.0            		1.0
the Fed                       		9.0            		0.006293706
Fed 's                        		3.0            		0.15789473
's expenditures               		1.0            		0.0025974025
expenditures in               		1.0            		1.0
in the                        		92.0           		0.2562674
the budget                    		1.0            		6.993007E-4
budget ,                      		1.0            		0.25
, and                         		88.0           		0.04347826
and requiring                 		1.0            		0.0014771048
requiring prompt              		1.0            		0.5
prompt publication            		1.0            		1.0
publication of                		1.0            		1.0
of the                        		266.0          		0.2835821
the Fed                       		9.0            		0.006293706
Fed 's                        		3.0            		0.15789473
's minutes                    		1.0            		0.0025974025
minutes .                     		1.0            		1.0
. ``                          		93.0           		0.09309309
`` We                         		13.0           		0.052419353
We are                        		3.0            		0.1875
are n't                       		6.0            		0.09836066
n't Philip                    		1.0            		0.011111111
Philip Morris                 		2.0            		0.33333334
Morris Cos.                   		1.0            		0.5
Cos. ,                        		1.0            		1.0
, ''                          		115.0          		0.056818184
'' says                       		37.0           		0.15416667
says Bertrand                 		1.0            		0.017857144
Bertrand de                   		1.0            		1.0
de Galle                      		1.0            		0.2
Galle ,                       		1.0            		1.0
, chairman                    		187.0          		0.092391305
chairman of                   		225.0          		0.4061372
of government-owned           		1.0            		0.0010660981
government-owned Societe      		1.0            		1.0
Societe Nationale             		1.0            		0.5
Nationale d'Exploitation      		1.0            		1.0
d'Exploitation Industrielle   		1.0            		1.0
Industrielle des              		1.0            		1.0
des Tabacs                    		1.0            		1.0
Tabacs &                      		1.0            		1.0
& Allumettes                  		1.0            		0.025
Allumettes S.A.               		1.0            		1.0
S.A. ,                        		1.0            		0.5
, known                       		1.0            		4.9407117E-4
known as                      		1.0            		0.2
as Seita                      		1.0            		0.006666667
Seita .                       		1.0            		1.0
. Other                       		3.0            		0.003003003
Other observers               		1.0            		0.25
observers note                		1.0            		0.5
note that                     		1.0            		1.0
that UAL                      		1.0            		0.0038910506
UAL 's                        		11.0           		0.2682927
's board                      		48.0           		0.124675326
board ,                       		32.0           		0.08743169
, having                      		5.0            		0.0024703557
having accepted               		1.0            		0.16666667
accepted a                    		2.0            		0.4
a bid                         		6.0            		0.010309278
bid of                        		2.0            		0.06896552
of $                          		8.0            		0.008528785
$ 300                         		1.0            		0.01
300 a                         		1.0            		1.0
a share                       		19.0           		0.03264605
share ,                       		11.0           		0.5
, might                       		2.0            		9.881423E-4
might hold                    		1.0            		0.071428575
hold out                      		1.0            		0.25
out for                       		1.0            		0.032258064
for a                         		15.0           		0.09615385
a new                         		20.0           		0.03436426
new bid                       		3.0            		0.045454547
bid much                      		1.0            		0.03448276
much closer                   		1.0            		0.11111111
closer to                     		1.0            		1.0
to the                        		85.0           		0.13097073
the original                  		3.0            		0.0020979021
original level                		1.0            		0.33333334
level --                      		1.0            		0.2
-- even                       		2.0            		0.07692308
even if                       		4.0            		0.25
if it                         		4.0            		0.17391305
it means                      		1.0            		0.010204081
means that                    		1.0            		0.33333334
that the                      		52.0           		0.20233463
the management                		1.0            		6.993007E-4
management goes               		1.0            		0.04347826
goes back                     		1.0            		0.5
back to                       		2.0            		0.2
to running                    		1.0            		0.0015408321
running the                   		2.0            		0.6666667
the company                   		84.0           		0.05874126
company for                   		1.0            		0.006802721
for a                         		15.0           		0.09615385
a while                       		2.0            		0.0034364262
while and                     		1.0            		0.125
and lets                      		1.0            		0.0014771048
lets things                   		1.0            		1.0
things return                 		1.0            		0.5
return to                     		4.0            		0.36363637
to normal                     		1.0            		0.0015408321
normal .                      		1.0            		0.5
. Some                        		5.0            		0.005005005
Some analysts                 		1.0            		0.16666667
analysts speculated           		1.0            		0.11111111
speculated yesterday          		1.0            		0.5
yesterday that                		1.0            		0.071428575
that the                      		52.0           		0.20233463
the move                      		2.0            		0.0013986015
move has                      		1.0            		0.09090909
has set                       		2.0            		0.022222223
set off                       		2.0            		0.25
off a                         		1.0            		0.06666667
a board                       		6.0            		0.010309278
board room                    		3.0            		0.008196721
room split                    		1.0            		0.16666667
split ,                       		1.0            		0.25
, which                       		37.0           		0.018280633
which may                     		1.0            		0.021276595
may lead                      		1.0            		0.05263158
lead to                       		1.0            		0.5
to the                        		85.0           		0.13097073
the resignation               		3.0            		0.0020979021
resignation of                		3.0            		0.75
of Sir                        		1.0            		0.0010660981
Sir Colin                     		1.0            		0.14285715
Colin Marshall                		1.0            		1.0
Marshall ,                    		1.0            		0.25
, the                         		111.0          		0.0548419
the carrier                   		1.0            		6.993007E-4
carrier 's                    		1.0            		0.5
's chief                      		2.0            		0.005194805
chief executive               		164.0          		0.86315787
executive officer             		114.0          		0.6031746
officer .                     		21.0           		0.15555556
. The                         		121.0          		0.12112112
The biggest                   		1.0            		0.0065789474
biggest wild                  		1.0            		1.0
wild card                     		1.0            		1.0
card in                       		1.0            		1.0
in the                        		92.0           		0.2562674
the brand                     		1.0            		6.993007E-4
brand loyalty                 		1.0            		1.0
loyalty game                  		1.0            		1.0
game :                        		1.0            		0.25
: How                         		1.0            		0.03846154
How those                     		1.0            		0.5
those hotly                   		1.0            		0.07692308
hotly pursued                 		1.0            		1.0
pursued but                   		1.0            		1.0
but highly                    		1.0            		0.028571429
highly unpredictable          		1.0            		0.33333334
unpredictable baby            		1.0            		1.0
baby boomers                  		1.0            		1.0
boomers will                  		1.0            		1.0
will behave                   		1.0            		0.00877193
behave as                     		1.0            		1.0
as they                       		3.0            		0.02
they move                     		1.0            		0.024390243
move into                     		1.0            		0.09090909
into middle                   		1.0            		0.045454547
middle age                    		1.0            		0.032258064
age .                         		1.0            		0.5
. As                          		9.0            		0.009009009
As a                          		5.0            		0.41666666
a result                      		7.0            		0.012027492
result ,                      		4.0            		0.4
, high-yield                  		1.0            		4.9407117E-4
high-yield mutual             		1.0            		0.5
mutual funds                  		1.0            		0.33333334
funds have                    		1.0            		0.1
have declined                 		1.0            		0.01724138
declined across               		1.0            		0.2
across the                    		13.0           		1.0
the board                     		144.0          		0.1006993
board and                     		10.0           		0.027322404
and the                       		40.0           		0.059084196
the many                      		1.0            		6.993007E-4
many firms                    		1.0            		0.05882353
firms planning                		1.0            		0.25
planning to                   		1.0            		0.2
to sell                       		9.0            		0.013867488
sell $                        		1.0            		0.083333336
$ 11                          		1.0            		0.01
11 billion                    		1.0            		0.11111111
billion in                    		3.0            		0.13636364
in junk                       		1.0            		0.0027855153
junk bonds                    		3.0            		0.5
bonds before                  		1.0            		0.16666667
before year-end               		1.0            		0.055555556
year-end are                  		1.0            		1.0
are experiencing              		2.0            		0.032786883
experiencing anxious          		1.0            		0.5
anxious times                 		1.0            		1.0
times .                       		1.0            		0.5
. William                     		8.0            		0.008008008
William Seidman               		4.0            		0.14814815
Seidman ,                     		5.0            		0.8333333
, chairman                    		187.0          		0.092391305
chairman of                   		225.0          		0.4061372
of the                        		266.0          		0.2835821
the Federal                   		10.0           		0.006993007
Federal Deposit               		3.0            		0.2
Deposit Insurance             		3.0            		1.0
Insurance Corp.               		2.0            		0.18181819
Corp. ,                       		37.0           		0.6166667
, said                        		100.0          		0.049407113
said Lincoln                  		1.0            		0.0035587188
Lincoln Savings               		1.0            		0.33333334
Savings &                     		2.0            		0.5
& Loan                        		2.0            		0.05
Loan Association              		2.0            		1.0
Association should            		1.0            		0.1
should have                   		2.0            		0.2
have been                     		7.0            		0.12068965
been seized                   		1.0            		0.02631579
seized by                     		1.0            		1.0
by the                        		43.0           		0.31851852
the government                		6.0            		0.0041958042
government in                 		1.0            		0.07692308
in 1986                       		2.0            		0.0055710305
1986 to                       		1.0            		0.2
to contain                    		1.0            		0.0015408321
contain losses                		1.0            		0.5
losses that                   		1.0            		0.16666667
that he                       		11.0           		0.042801555
he estimated                  		1.0            		0.011627907
estimated will                		1.0            		0.2
will cost                     		1.0            		0.00877193
cost taxpayers                		1.0            		0.16666667
taxpayers as                  		1.0            		1.0
as much                       		4.0            		0.026666667
much as                       		3.0            		0.33333334
as $                          		2.0            		0.013333334
$ 2                           		3.0            		0.03
2 billion                     		3.0            		0.42857143
billion .                     		5.0            		0.22727273
. Harken                      		2.0            		0.002002002
Harken also                   		1.0            		0.5
also said                     		10.0           		0.17857143
said that                     		15.0           		0.053380784
that its                      		4.0            		0.015564202
its financing                 		1.0            		0.007751938
financing from                		1.0            		0.16666667
from Bankers                  		1.0            		0.0121951215
Bankers Trust                 		1.0            		0.5
Trust Co.                     		1.0            		0.07692308
Co. has                       		1.0            		0.029411765
has been                      		17.0           		0.18888889
been extended                 		1.0            		0.02631579
extended until                		2.0            		1.0
until Dec.                    		1.0            		0.05882353
Dec. 15                       		1.0            		0.25
15 to                         		1.0            		0.16666667
to give                       		7.0            		0.010785825
give Tesoro                   		1.0            		0.083333336
Tesoro 's                     		2.0            		0.6666667
's board                      		48.0           		0.124675326
board time                    		1.0            		0.0027322404
time to                       		3.0            		0.1764706
to consider                   		5.0            		0.00770416
consider the                  		4.0            		0.5
the offer                     		7.0            		0.004895105
offer at                      		2.0            		0.06666667
at a                          		16.0           		0.16
a Tesoro                      		1.0            		0.0017182131
Tesoro board                  		1.0            		0.33333334
board meeting                 		10.0           		0.027322404
meeting scheduled             		2.0            		0.09090909
scheduled for                 		2.0            		0.5
for mid-November              		1.0            		0.0064102565
mid-November .                		1.0            		1.0
. The                         		121.0          		0.12112112
The issues                    		2.0            		0.013157895
issues are                    		1.0            		0.2
are also                      		1.0            		0.016393442
also thought                  		1.0            		0.017857144
thought to                    		2.0            		0.6666667
to be                         		28.0           		0.0431433
be important                  		1.0            		0.009259259
important to                  		1.0            		0.5
to the                        		85.0           		0.13097073
the FCC                       		1.0            		6.993007E-4
FCC 's                        		1.0            		0.5
's new                        		6.0            		0.015584416
new chairman                  		6.0            		0.09090909
chairman ,                    		92.0           		0.16606498
, Alfred                      		1.0            		4.9407117E-4
Alfred Sikes                  		2.0            		0.6666667
Sikes ,                       		2.0            		1.0
, a                           		68.0           		0.03359684
a former                      		4.0            		0.0068728523
former AM                     		1.0            		0.037037037
AM broadcaster                		1.0            		1.0
broadcaster in                		1.0            		1.0
in his                        		6.0            		0.016713092
his native                    		1.0            		0.0125
native Missouri               		1.0            		1.0
Missouri .                    		1.0            		1.0
. The                         		121.0          		0.12112112
The issue                     		2.0            		0.013157895
issue has                     		1.0            		0.16666667
has come                      		1.0            		0.011111111
come to                       		3.0            		0.75
to a                          		12.0           		0.018489985
a boil                        		1.0            		0.0017182131
boil in                       		1.0            		1.0
in Newark                     		2.0            		0.0055710305
Newark ,                      		1.0            		0.5
, N.J.                        		4.0            		0.0019762847
N.J. ,                        		3.0            		0.75
, where                       		3.0            		0.0014822134
where federal                 		1.0            		0.2
federal prosecutors           		1.0            		0.071428575
prosecutors have              		1.0            		1.0
have warned                   		1.0            		0.01724138
warned lawyers                		1.0            		0.33333334
lawyers for                   		1.0            		1.0
for Eddie                     		1.0            		0.0064102565
Eddie Antar                   		1.0            		0.33333334
Antar that                    		1.0            		0.5
that if                       		1.0            		0.0038910506
if the                        		5.0            		0.2173913
the founder                   		2.0            		0.0013986015
founder and                   		4.0            		0.5
and former                    		3.0            		0.0044313148
former chairman               		13.0           		0.4814815
chairman of                   		225.0          		0.4061372
of Crazy                      		1.0            		0.0010660981
Crazy Eddie                   		1.0            		1.0
Eddie Inc.                    		1.0            		0.33333334
Inc. is                       		1.0            		0.019607844
is indicted                   		1.0            		0.0053475937
indicted ,                    		1.0            		1.0
, the                         		111.0          		0.0548419
the government                		6.0            		0.0041958042
government may                		1.0            		0.07692308
may move                      		1.0            		0.05263158
move to                       		1.0            		0.09090909
to seize                      		1.0            		0.0015408321
seize the                     		1.0            		1.0
the money                     		2.0            		0.0013986015
money that                    		1.0            		0.09090909
that Mr.                      		8.0            		0.031128405
Mr. Antar                     		1.0            		0.0056179776
Antar is                      		1.0            		0.5
is using                      		1.0            		0.0053475937
using to                      		1.0            		1.0
to pay                        		1.0            		0.0015408321
pay legal                     		1.0            		0.33333334
legal fees                    		1.0            		0.14285715
fees .                        		1.0            		0.5
. Also                        		4.0            		0.004004004
Also shown                    		1.0            		0.25
shown is                      		1.0            		0.5
is the                        		6.0            		0.03208556
the closing                   		1.0            		6.993007E-4
closing listed                		1.0            		1.0
listed market                 		1.0            		0.33333334
market price                  		2.0            		0.044444446
price or                      		2.0            		0.16666667
or a                          		2.0            		0.035714287
a dealer-to-dealer            		1.0            		0.0017182131
dealer-to-dealer asked        		1.0            		1.0
asked price                   		1.0            		0.125
price of                      		2.0            		0.16666667
of each                       		2.0            		0.0021321962
each fund                     		1.0            		0.125
fund 's                       		1.0            		0.11111111
's shares                     		2.0            		0.005194805
shares ,                      		10.0           		0.3846154
, with                        		9.0            		0.00444664
with the                      		25.0           		0.2293578
the percentage                		1.0            		6.993007E-4
percentage of                 		1.0            		1.0
of difference                 		1.0            		0.0010660981
difference .                  		1.0            		0.5
. The                         		121.0          		0.12112112
The country                   		1.0            		0.0065789474
country abandoned             		1.0            		0.16666667
abandoned its                 		1.0            		1.0
its former                    		1.0            		0.007751938
former devotion               		1.0            		0.037037037
devotion to                   		1.0            		1.0
to socialist                  		1.0            		0.0015408321
socialist unity               		1.0            		1.0
unity and                     		1.0            		1.0
and took                      		3.0            		0.0044313148
took to                       		3.0            		0.25
to insisting                  		1.0            		0.0015408321
insisting instead             		1.0            		1.0
instead that                  		1.0            		0.25
that each                     		1.0            		0.0038910506
each country                  		1.0            		0.125
country in                    		1.0            		0.16666667
in the                        		92.0           		0.2562674
the bloc                      		1.0            		6.993007E-4
bloc ought                    		1.0            		1.0
ought to                      		3.0            		1.0
to travel                     		1.0            		0.0015408321
travel its                    		1.0            		0.5
its own                       		4.0            		0.031007752
own road                      		1.0            		0.09090909
road .                        		6.0            		0.12765957
. ``                          		93.0           		0.09309309
`` Liquidity                  		1.0            		0.004032258
Liquidity has                 		1.0            		1.0
has n't                       		9.0            		0.1
n't returned                  		1.0            		0.011111111
returned to                   		3.0            		0.75
to the                        		85.0           		0.13097073
the vast                      		1.0            		6.993007E-4
vast middle                   		1.0            		1.0
middle ground                 		2.0            		0.06451613
ground of                     		1.0            		0.33333334
of the                        		266.0          		0.2835821
the market                    		13.0           		0.009090909
market ,                      		7.0            		0.15555556
, ''                          		115.0          		0.056818184
'' said                       		48.0           		0.2
said Mr.                      		12.0           		0.042704627
Mr. Minella                   		1.0            		0.0056179776
Minella of                    		1.0            		1.0
of Merrill                    		2.0            		0.0021321962
Merrill .                     		1.0            		0.25
. The                         		121.0          		0.12112112
The spokeswoman               		1.0            		0.0065789474
spokeswoman said              		1.0            		1.0
said the                      		32.0           		0.113879
the company                   		84.0           		0.05874126
company does                  		1.0            		0.006802721
does n't                      		8.0            		0.8888889
n't have                      		2.0            		0.022222223
have a                        		4.0            		0.06896552
a timetable                   		1.0            		0.0017182131
timetable for                 		1.0            		1.0
for the                       		40.0           		0.25641027
the sale                      		4.0            		0.002797203
sale ,                        		2.0            		0.22222222
, adding                      		2.0            		9.881423E-4
adding that                   		1.0            		0.5
that the                      		52.0           		0.20233463
the board                     		144.0          		0.1006993
board 's                      		17.0           		0.04644809
's decision                   		10.0           		0.025974026
decision just                 		1.0            		0.05882353
just starts                   		1.0            		0.1
starts the                    		1.0            		0.33333334
the search                    		2.0            		0.0013986015
search for                    		3.0            		1.0
for a                         		15.0           		0.09615385
a buyer                       		1.0            		0.0017182131
buyer .                       		1.0            		0.5
. Assume                      		1.0            		0.001001001
Assume a                      		1.0            		1.0
a neighborhood                		1.0            		0.0017182131
neighborhood demonstration    		1.0            		1.0
demonstration to              		1.0            		0.5
to protest                    		1.0            		0.0015408321
protest speeding              		1.0            		1.0
speeding on                   		1.0            		1.0
on a                          		12.0           		0.08
a certain                     		1.0            		0.0017182131
certain road                  		1.0            		0.16666667
road or                       		1.0            		0.021276595
or a                          		2.0            		0.035714287
a careless                    		1.0            		0.0017182131
careless accident             		1.0            		1.0
accident involving            		1.0            		0.33333334
involving a                   		1.0            		1.0
a police                      		1.0            		0.0017182131
police car                    		1.0            		1.0
car .                         		1.0            		0.25
. Sen.                        		4.0            		0.004004004
Sen. Specter                  		1.0            		0.09090909
Specter was                   		1.0            		0.5
was vice                      		1.0            		0.0057142857
vice chairman                 		43.0           		0.76785713
chairman of                   		225.0          		0.4061372
of the                        		266.0          		0.2835821
the impeachment               		1.0            		6.993007E-4
impeachment trial             		1.0            		1.0
trial committee               		1.0            		0.5
committee that                		2.0            		0.074074075
that heard                    		1.0            		0.0038910506
heard evidence                		1.0            		0.5
evidence in                   		2.0            		0.33333334
in the                        		92.0           		0.2562674
the Hastings                  		1.0            		6.993007E-4
Hastings case                 		1.0            		1.0
case last                     		1.0            		0.33333334
last summer                   		1.0            		0.030303031
summer .                      		2.0            		0.5
. But                         		26.0           		0.026026025
But one                       		1.0            		0.03448276
one Bush                      		1.0            		0.037037037
Bush administration           		3.0            		0.25
administration official       		3.0            		0.27272728
official knowledgeable        		1.0            		0.14285715
knowledgeable about           		1.0            		0.5
about the                     		4.0            		0.0952381
the summit                    		1.0            		6.993007E-4
summit plan                   		1.0            		1.0
plan cautioned                		1.0            		0.07692308
cautioned against             		1.0            		1.0
against assuming              		1.0            		0.16666667
assuming that                 		1.0            		1.0
that there                    		3.0            		0.0116731515
there will                    		1.0            		0.055555556
will be                       		24.0           		0.21052632
be bold                       		2.0            		0.018518519
bold new                      		1.0            		0.07692308
new initiatives               		1.0            		0.015151516
initiatives on                		1.0            		1.0
on the                        		65.0           		0.43333334
the Soviet                    		2.0            		0.0013986015
Soviet economy                		1.0            		0.5
economy or                    		1.0            		0.125
or other                      		2.0            		0.035714287
other issues                  		1.0            		0.028571429
issues .                      		2.0            		0.4
. William                     		8.0            		0.008008008
William R.                    		2.0            		0.074074075
R. Laidig                     		1.0            		0.06666667
Laidig ,                      		2.0            		1.0
, Nekoosa                     		2.0            		9.881423E-4
Nekoosa 's                    		2.0            		0.4
's chairman                   		66.0           		0.17142858
chairman ,                    		92.0           		0.16606498
, chief                       		9.0            		0.00444664
chief executive               		164.0          		0.86315787
executive officer             		114.0          		0.6031746
officer and                   		6.0            		0.044444446
and president                 		11.0           		0.016248154
president ,                   		19.0           		0.21111111
, characterized               		1.0            		4.9407117E-4
characterized the             		1.0            		1.0
the $                         		10.0           		0.006993007
$ 58-a-share                  		1.0            		0.01
58-a-share bid                		1.0            		1.0
bid as                        		1.0            		0.03448276
as ``                         		2.0            		0.013333334
`` uninvited                  		1.0            		0.004032258
uninvited ''                  		1.0            		1.0
'' and                        		4.0            		0.016666668
and said                      		2.0            		0.0029542097
said Nekoosa                  		1.0            		0.0035587188
Nekoosa 's                    		2.0            		0.4
's board                      		48.0           		0.124675326
board would                   		6.0            		0.016393442
would consider                		1.0            		0.011627907
consider the                  		4.0            		0.5
the offer                     		7.0            		0.004895105
offer ``                      		1.0            		0.033333335
`` in                         		3.0            		0.012096774
in due                        		1.0            		0.0027855153
due course                    		1.0            		0.2
course .                      		1.0            		1.0
. ''                          		64.0           		0.06406406
'' Walter                     		1.0            		0.004166667
Walter H.                     		1.0            		0.2
H. Monteith                   		1.0            		0.09090909
Monteith Jr.                  		1.0            		1.0
Jr. ,                         		27.0           		0.96428573
, SNET                        		1.0            		4.9407117E-4
SNET chairman                 		1.0            		1.0
chairman and                  		140.0          		0.25270757
and chief                     		157.0          		0.23190546
chief executive               		164.0          		0.86315787
executive officer             		114.0          		0.6031746
officer ,                     		56.0           		0.4148148
, said                        		100.0          		0.049407113
said :                        		6.0            		0.021352313
: ``                          		12.0           		0.46153846
`` Innovative                 		1.0            		0.004032258
Innovative marketing          		1.0            		1.0
marketing of                  		1.0            		0.2
of our                        		5.0            		0.0053304904
our products                  		1.0            		0.05882353
products and                  		3.0            		0.23076923
and services                  		2.0            		0.0029542097
services contributed          		1.0            		0.07692308
contributed to                		2.0            		0.6666667
to increase                   		2.0            		0.0030816642
increase revenue              		1.0            		0.14285715
revenue .                     		1.0            		0.14285715
. ''                          		64.0           		0.06406406
'' ``                         		6.0            		0.025
`` We                         		13.0           		0.052419353
We did                        		1.0            		0.0625
did see                       		1.0            		0.06666667
see some                      		1.0            		0.16666667
some relief                   		1.0            		0.04347826
relief in                     		1.0            		0.33333334
in raw                        		1.0            		0.0027855153
raw material                  		1.0            		1.0
material costs                		1.0            		0.33333334
costs ,                       		1.0            		0.5
, but                         		24.0           		0.011857707
but it                        		1.0            		0.028571429
it was                        		15.0           		0.15306123
was n't                       		6.0            		0.034285713
n't sufficient                		1.0            		0.011111111
sufficient to                 		1.0            		1.0
to offset                     		1.0            		0.0015408321
offset the                    		1.0            		1.0
the drop                      		1.0            		6.993007E-4
drop in                       		4.0            		0.44444445
in sales                      		1.0            		0.0027855153
sales prices                  		1.0            		0.06666667
prices ,                      		1.0            		0.125
, ''                          		115.0          		0.056818184
'' James                      		3.0            		0.0125
James R.                      		3.0            		0.115384616
R. Kuse                       		1.0            		0.06666667
Kuse ,                        		1.0            		1.0
, the                         		111.0          		0.0548419
the company                   		84.0           		0.05874126
company 's                    		42.0           		0.2857143
's chairman                   		66.0           		0.17142858
chairman and                  		140.0          		0.25270757
and chief                     		157.0          		0.23190546
chief executive               		164.0          		0.86315787
executive officer             		114.0          		0.6031746
officer said                  		1.0            		0.0074074073
said in                       		9.0            		0.03202847
in a                          		23.0           		0.06406685
a statement                   		12.0           		0.020618556
statement .                   		2.0            		0.125
. ``                          		93.0           		0.09309309
`` If                         		3.0            		0.012096774
If you                        		1.0            		0.2
you build                     		1.0            		0.1
build a                       		3.0            		0.6
a better                      		2.0            		0.0034364262
better mousetrap              		1.0            		0.25
mousetrap ,                   		1.0            		1.0
, it                          		12.0           		0.0059288535
it will                       		4.0            		0.040816326
will catch                    		1.0            		0.00877193
catch more                    		1.0            		1.0
more mice                     		1.0            		0.04
mice ,                        		1.0            		1.0
, ''                          		115.0          		0.056818184
'' says                       		37.0           		0.15416667
says Fred                     		1.0            		0.017857144
Fred Benninger                		1.0            		0.33333334
Benninger ,                   		1.0            		1.0
, chairman                    		187.0          		0.092391305
chairman of                   		225.0          		0.4061372
of MGM                        		1.0            		0.0010660981
MGM Grand                     		1.0            		1.0
Grand .                       		1.0            		1.0
. The                         		121.0          		0.12112112
The suit                      		1.0            		0.0065789474
suit charged                  		1.0            		0.33333334
charged the                   		1.0            		0.25
the defendants                		1.0            		6.993007E-4
defendants with               		1.0            		1.0
with causing                  		1.0            		0.0091743115
causing Peter                 		1.0            		0.5
Peter E.                      		1.0            		0.11111111
E. Voss                       		1.0            		0.05882353
Voss ,                        		1.0            		1.0
, an                          		13.0           		0.006422925
an ex-member                  		1.0            		0.012658228
ex-member of                  		1.0            		1.0
of the                        		266.0          		0.2835821
the Postal                    		1.0            		6.993007E-4
Postal Service                		1.0            		1.0
Service board                 		1.0            		1.0
